index	statistic	pvalue	gene
3601	5.16781152986773	0.000142754386084021	HTR1B
3585	5.16743090025995	0.000142854007176951	PTBP1
3605	5.15866729900778	0.000145167767525045	CPNE7
3599	5.15725230355529	0.000145544989163415	RDH12
3598	5.15713892095011	0.000145575259708819	PLEKHG4
3580	5.14704017251124	0.000148297801166763	THAP6
3579	5.14576733270563	0.00014864468292819	LPHN1
3578	5.14504335256791	0.000148842362184043	TCTEX1D1
3577	5.14202807714504	0.000149668610189724	TRIM7
3492	5.13967660455906	0.000190070607619997	SPATA22
3575	5.13728642284706	0.000150977571758526	TTPA
3576	5.13728642284706	0.000150977571758526	RNF220
3487	5.13016664309616	0.000193257927268653	TOR1A
3581	5.12919960989683	0.000153237486639646	ZNF425
3486	5.11739901056639	0.000197625084598307	ZNF273
3565	5.11639328864359	0.000156888437953251	MAB21L1
3488	5.11579740334638	0.000198180141940729	VASN
3564	5.1151560006773	0.000157245929285343	SLC41A2
3485	5.11487761746436	0.000198499640961192	NIPSNAP3A
3561	5.11186021334034	0.000158202319240575	RPS7
3560	5.11141139746228	0.000158333025649382	FAAH
3566	5.11120008270958	0.000158394604612422	GOLGA2P10
3491	5.11018610504626	0.000200137683338708	PPIL3
3559	5.10599653172495	0.000159918836664108	TOMM7
3483	5.10409435004834	0.000202285704869576	SERP1
3482	5.10332403024793	0.000202559037385308	HTR1E
3484	5.10150189473377	0.000203207121284965	MS4A12
3568	5.09810277894359	0.000162260224553568	TNP1
3567	5.0969888958525	0.000162593470766081	SH3D19
3569	5.09630081905067	0.000162799681258097	ZMYM5
3481	5.09322412207533	0.000206178666428913	KCNK16
3562	5.09275550341439	0.000163866492770337	OIT3
3563	5.09243845650911	0.000163962247377247	SYNJ2BP
3490	5.06907232104358	0.000215110667351803	RPL27A
3644	5.06827153791235	0.000171434833256434	VTN
3489	5.05083092285756	0.000222123975308186	SPEF1
3494	5.0471423566846	0.000223570893486569	GGA2
3645	5.03219507852321	0.000183253978639608	PAEP
3493	5.0262834860007	0.000231940330993385	THAP8
3495	5.01243144517694	0.000237678374489292	TPX2
3643	4.97473332634084	0.00020385460050476	STBD1
3640	4.92538112980477	0.000223461629497712	ZNF461
3675	4.92208512080414	0.000224838802565852	PDHX
3638	4.91457332530048	0.000228010414715873	C1orf105
3608	4.90951217121321	0.000230173425924685	PRR16
3607	4.90938819225131	0.000230226677369383	LACTB2
3639	4.90772889735473	0.000230940607310437	RAD21
3641	4.90349665671028	0.000232771978281865	UBE2A
3642	4.90042799179259	0.000234109250620396	ZNF778
3634	4.89893536329	0.000234762586962756	UBE2H
3633	4.89893533218038	0.000234762600599403	INHA
3636	4.88562655801573	0.00024067211451384	RBP5
3637	4.88562569422936	0.000240672503021733	RPL13
3673	4.88398725792882	0.00024141059758942	SIX1
3606	4.88154042553629	0.000242517231015871	RPL37A
3680	4.87970809763037	0.000243349380113722	POU2F1
3686	4.87965694606946	0.000243372652896534	RTP2
3646	4.87964958943884	0.000243376000183648	MRPL43
3681	4.87201369417839	0.000246876187217748	RBM42
3684	4.87076998278024	0.000247451204280269	RPL36AL
3677	4.87020533779412	0.000247712719525062	FOXD4L6
3683	4.8678514761237	0.000248805996718726	ZSCAN16
3676	4.86779606384473	0.000248831793666859	FBXO7
3678	4.86729589761258	0.000249064769241802	SYK
3635	4.86499671436819	0.000250138628784535	C22orf23
3660	4.86476620063923	0.000250246556875111	PPID
3679	4.86438877989612	0.000250423371921604	NPM3
3674	4.86334479909751	0.000250913132711528	RPL39L
3682	4.86319313720272	0.000250984364020823	HIST4H4
3667	4.85703646290775	0.000253893724498688	C17orf62
3663	4.8561054698424	0.00025433669816799	TRIM43
3668	4.8540465799876	0.000255319177019264	CERCAM
3611	4.85260142345312	0.000256011135063461	MUTYH
3669	4.85241414798564	0.000256100946736781	TMSB4XP2
3670	4.85122143734779	0.000256673700583132	TRMT2B
3664	4.85002582572914	0.000257249178283292	ASPA
3665	4.84929682164216	0.000257600721364826	SLMO1
3666	4.84915761091772	0.000257667908603265	TCL6
3610	4.84783101404525	0.000258309074402385	TOM1
3609	4.84610986218261	0.000259143396888706	NHLRC2
3671	4.84572106305914	0.000259332251816069	NUB1
3662	4.845161259707	0.000259604420412285	CYP1A1
3672	4.84461026673639	0.000259872594217336	THEMIS2
3661	4.83992130072811	0.000262166395163521	UACA
3652	4.83957640593773	0.000262335939803737	ZNF346
3685	4.83921739438985	0.000262512544547233	UBE2O
3647	4.8344583041051	0.000264865293498229	ZBED8
3653	4.83269851424699	0.000265740796697722	TMEM43
3651	4.83258763392254	0.000265796060335388	HSCB
3654	4.83133904505003	0.000266419188571509	PLEKHG6
3658	4.82584517068424	0.000269179005523035	SNX31
3650	4.82368038464208	0.000270274582901742	PPAP2C
3659	4.82103528983842	0.000271619505487486	TM6SF1
3657	4.81786965876679	0.00027323820652414	REG3A
3656	4.81396235955459	0.000275249920218323	SERPINB9
3655	4.80853071048432	0.000278071949047831	PPIL2
3649	4.8057030167883	0.000279552915565917	CACFD1
3648	4.80465294961369	0.000280104949490712	ZNF16
3614	4.79053365373631	0.000287638126648004	PPP2R4
3615	4.79049319686665	0.000287660010414359	TMTC3
3613	4.79037446691376	0.000287724243282605	RNF170
3618	4.77216842005921	0.000297751367765997	YWHAQ
3632	4.77190315425176	0.000297900106705606	RAD51AP1
3619	4.76874162007045	0.00029967875689918	SNX32
3612	4.76650694585356	0.000300942584493868	ZNF302
3631	4.76610265070554	0.000301171822999713	TAF13
3630	4.75728680024749	0.00030621561994737	GOSR2
3629	4.74793831241126	0.00031165963244506	C9orf24
3617	4.73111920616519	0.00032170740135129	RNF24
3616	4.73047688110415	0.000322097699067103	ZBTB5
3688	4.72644997630152	0.000324555753062228	TICAM2
3691	4.72642362000203	0.00032457190484303	PNMA6A
3692	4.72642362000203	0.00032457190484303	TNXB
3694	4.72549974748483	0.000325138601502517	UBTD2
3693	4.7249839715459	0.000325455419298737	UTP11L
3690	4.7241108253708	0.000325992480696424	ZNF449
3689	4.72290475923262	0.000326735823446223	S100A6
3700	4.71756920325754	0.00033004539309367	SF3B2
3701	4.71756426346237	0.000330048473174305	DCANP1
3695	4.71304156617297	0.000332880981257944	BET1
3698	4.70930045808403	0.000335242963385607	SH3BP1
3699	4.70721956447107	0.0003365642407962	WFDC9
3628	4.70083198737389	0.00034065377665915	TRMT12
3696	4.70006632989688	0.000341147408914111	HP1BP3
3697	4.69144315768669	0.000346758202004915	TAT
3687	4.68444423107454	0.000351382183509386	WDR54
3702	4.67703082652842	0.000356349488523477	ZNF502
3620	4.6686420632933	0.000362057864724985	TRAFD1
3703	4.65030181523744	0.000374869215166385	CC2D1B
3627	4.64774290209477	0.000376693556256136	PKP1
3626	4.63568263546291	0.000385415924092802	SNRPD1
3624	4.63381430500521	0.00038678569036521	PXMP2
3623	4.63333980478905	0.000387134369377207	PHF7
3704	4.62860649738487	0.000390630371896572	XKR3
419	4.62550280867794	0.00032988287494673	GAL
417	4.62327122322948	0.000331343962911124	WBP1L
418	4.62222345066825	0.000332032262804538	MSMB
3625	4.62091093348367	0.00039638397577757	BTRC
413	4.61423343068811	0.000337329565662792	ERP27
416	4.60683903662567	0.000342309284297349	SYT11
3622	4.60236211538745	0.000410614169146561	ZNF227
3621	4.60084389749433	0.000411801996243355	TAF1D
415	4.59753696333375	0.000348681084974656	LAT
414	4.59675197084819	0.000349224334949105	UPK3A
420	4.57135695856476	0.000367275570681391	RBM15B
421	4.54331594411891	0.000388323339427954	NAV2
422	4.49631192699878	0.0004264209756496	SGCA
973	-4.24814110309776	0.00113102423980949	FXYD6
972	-4.24164818021074	0.00114411412766313	BUD13
975	-4.21019892895682	0.00120977669950539	LOC729603
974	-4.21016052256352	0.00120985923369932	PLK2
315	4.18940510703189	0.000909080875942214	TBL3
316	4.18268249369836	0.000921048014943748	ST8SIA5
317	4.18255815519702	0.00092127086678806	MGC34796
318	4.15740435320285	0.000967508630205227	TPT1
323	4.14936611046253	0.000982780029097796	EPT1
320	4.14499747866102	0.00099118296797629	BATF
321	4.14499747866102	0.00099118296797629	EEF1D
322	4.14497901488826	0.000991218638077607	AK3
319	4.14342568638145	0.000994224215818962	JUNB
412	4.13543728692303	0.00088070197152712	TMEM174
410	4.12988822744897	0.000890653804780372	SPPL2A
411	4.12719562572058	0.000895523962754385	SMAGP
409	4.12619015826077	0.000897349513167001	FA2H
1495	-4.10779137635301	0.00145199135351382	GNAI1
4284	4.10740034742875	0.00145300679845128	TFDP2
408	4.10723950759651	0.000932474116937421	CTSL
313	4.10383917747404	0.0010740501246399	CTC1
3712	4.10157512007959	0.00107880900672641	TNFAIP8L1
1492	-4.10145845591991	0.00146852773632589	KCNE1
4279	4.10116224938668	0.00146930593665118	RSG1
312	4.09827857472966	0.00108577666994103	ERO1L
3713	4.08996960270848	0.00110354351692943	ZMAT4
976	-4.08938909909094	0.00150058453167667	CTPS2
977	-4.0867300007484	0.00150774399548725	FMNL1
1496	-4.08671116473876	0.00150779483611685	ZNF774
3711	4.08477964578333	0.00111479153571592	ZZZ3
303	4.08098288657558	0.00112309426672308	DPH2
302	4.07846083914073	0.00112864436365978	IKZF5
1498	-4.07804047179469	0.00153138731851676	FKBP6
301	4.07752119851809	0.00113071932425934	KIFAP3
3721	4.0770993463273	0.00113165214619637	ZFP69B
4278	4.07587357936408	0.00153734270712313	IMPDH2
3718	4.07325853157241	0.00114018140833605	SSX1
1497	-4.07065814915329	0.00155177492274827	RELA
3717	4.07020852960972	0.00114700128224765	PRKCDBP
1493	-4.07019087683382	0.00155307478317779	AP5B1
1499	-4.069943579684	0.0015537631709982	NHLH1
1494	-4.06951572702327	0.00155495490647717	GPRASP2
1490	-4.06940823380292	0.0015552544652363	ZMYND19
3720	4.06893844894027	0.00114985348690944	KLHL41
304	4.06718231742759	0.00115380914827989	IL17A
3719	4.06602360280396	0.0011564267450701	TPRKB
3724	4.06246822786679	0.00116449644367123	SOX7
3714	4.06191240689896	0.00116576318902584	ZNF695
980	-4.06112099044291	0.00157852960204208	CCAR2
4277	4.06106017576552	0.00157870172738572	RRM2B
979	-4.05989728335826	0.00158199682591598	KLHDC4
4283	4.05934069932923	0.00158357644151641	TFDP1
3722	4.05821223086748	0.00117423203107325	SLC35A2
1491	-4.05761664762613	0.00158847974561627	RAB39A
3723	4.05702131664585	0.00117697110097059	NCLN
971	-4.05430887832593	0.00159793121098328	MED7
4281	4.05304438945853	0.00160155963868602	RAN
314	4.05284763475324	0.00118662206207931	ANKRD10
3715	4.05127889598825	0.00119027037626918	SATB1
3465	4.05119882593579	0.00137327866789638	YIPF2
3731	4.05114533612374	0.00119058151637996	OSBPL2
4282	4.0505406299572	0.00160876926968223	E2F6
3466	4.04889189639165	0.00137924224424646	VASH1
3467	4.04879899088449	0.00137948296774759	ZBTB7A
3725	4.04846440319027	0.00119684459272862	RFT1
3729	4.04815081441542	0.00119757937911125	RAB10
3716	4.04696953079646	0.00120035144482067	HARS2
3477	4.04682499566163	0.00138460790967132	KLF17
3476	4.04550868268003	0.00138803621739325	POP7
3468	4.04494459124951	0.00138950804705407	RSPH1
1489	-4.04422415227963	0.00162710710109115	KRTAP23-1
978	-4.04264862906628	0.0016317146796585	APOL4
3730	4.04161323826288	0.00121300325034679	TEX264
3475	4.04124484596043	0.00139920123332693	C9orf116
3474	4.03981110122072	0.00140297622428209	SNTG2
3473	4.03961232595642	0.00140350041591697	MYOCD
3469	4.03547256866884	0.00141446320683725	RPP30
981	-4.03399981622431	0.00165724910241205	SH2D1B
970	-4.03290071637071	0.00166052347375034	FAM81B
3464	4.03226808316623	0.00142300955779207	AHSA2
305	4.03137640597197	0.00123756314466661	IMPA1
3726	4.03120066932044	0.00123798916960882	TNNT2
3727	4.03076748317799	0.00123903994901609	RTN1
4280	4.02964449503673	0.00167026348824661	NUTF2
1488	-4.02900274975938	0.00167219002779584	KIAA0753
1508	-4.02697345727649	0.00167829714371592	RUFY4
3461	4.02023473482198	0.00145557841199662	DIABLO
3463	4.02011505916744	0.00145590613336966	PCBP1
3462	4.0179543135077	0.00146183618740103	PPIH
3472	4.01645138626239	0.00146597550078065	CSN3
3710	4.01369056858693	0.00128119685059302	APOA2
4276	4.0104897607207	0.00172876589969828	ORC4
3728	4.01041395624886	0.00128945153862303	WDR47
3459	4.01019562211066	0.00148333452455218	UBA5
982	-4.00943288070794	0.00173205476783489	GAL3ST2
307	4.0092561574307	0.00129238130844289	UBA3
3471	4.00859587219372	0.00148780740728549	PRPF39
3470	4.00835576733268	0.00148847993084578	KRTAP13-3
306	4.00132619850601	0.00131263117134739	IMPA2
998	-3.99948823229822	0.00176331929781992	PIP4K2B
1511	-3.99909045681202	0.00176458189481488	GAGE1
1510	-3.99533052620911	0.00177656265159809	TCF19
4275	3.99437082860692	0.00177963408824167	PPP2R1A
4274	3.99367546960899	0.0017818629532953	CSDC2
1509	-3.99054868961859	0.00179192101645587	TWIST2
308	3.98942159963103	0.00134364002128062	C1D
3460	3.98543083712989	0.00155414937857534	SLMAP
310	3.98071852243304	0.00136678144875957	QDPR
309	3.97293727183824	0.00138781569002655	IL23R
996	-3.97214208691538	0.00185232972277194	ANKRD36B
311	3.9704903142251	0.0013944982641787	PPP1R8
1500	-3.9636854733968	0.001880784043374	PAGE3
997	-3.96337656230115	0.00188183194332403	BABAM1
4259	3.95950047479125	0.001895031846182	RPL23
4260	3.95949819629697	0.00189503963354354	VPS29
969	-3.95783024878377	0.0019007491517451	PRDM10
4258	3.95678180330375	0.00190434714105781	BCCIP
4256	3.95463551038061	0.00191173457355742	SPSB3
4257	3.95442992593614	0.00191244373385302	NUMBL
3708	3.9515901279066	0.00144723155755555	TRIM17
994	-3.95011927108257	0.00192737589960434	TTBK2
3706	3.94965255617491	0.00166263017848345	SERP2
1502	-3.94816875909075	0.0019341719482997	ERCC3
4261	3.94498593467313	0.00194531475992821	VPS35
4255	3.94218495891943	0.00195517548755708	SOX14
3709	3.94006907735489	0.00148036874843482	WDR6
1503	-3.935782692276	0.00197790836223544	CSRP2BP
4262	3.93374551191617	0.00198519888139947	ASNS
3705	3.93220381272769	0.00171831989338367	NRBP1
995	-3.93211403671827	0.0019910574585611	STAR
4273	3.93008071289818	0.00199838401074071	PTGES2
3707	3.92847264882482	0.00173047419933181	RDM1
1505	-3.92776162924191	0.00200677414608075	CCNG2
1504	-3.92691752849297	0.00200983699284618	BTF3
1052	-3.92594184429598	0.0023685292220198	ANKRD54
1522	-3.92353689159414	0.00202215209908696	CCDC25
1523	-3.92325984394564	0.00202316477899322	SEMA4G
1519	-3.92178740311466	0.00202855570118476	CEBPG
1520	-3.92124515588391	0.00203054471151343	BEND3
324	3.92007837073303	0.00153971170876122	UGGT2
3478	3.91959935325502	0.00175973388650508	CCDC103
1521	-3.91767442122879	0.00204369275587224	C5orf30
1507	-3.91685414168502	0.00204672553180951	INS
4252	3.91566029283947	0.00205114777220894	PSG1
4272	3.91497160185583	0.00205370328854126	C1orf189
3479	3.91456682792234	0.00177655322702153	STXBP4
1501	-3.91434595554974	0.00205602770899938	NUMA1
1506	-3.91065051143385	0.00206981252291139	SNAPC3
4253	3.90963030539468	0.00207363485732004	PHC3
4251	3.90740156813713	0.00208201042178868	OGT
4263	3.9060883404872	0.00208696181931867	WDR27
1051	-3.90358852199801	0.00246133228838907	MPP2
4264	3.90250112639697	0.00210054896423384	PRMT8
4254	3.90078846293424	0.0021070680468559	NAIF1
993	-3.89866085347902	0.00211519560782869	LRCH3
4266	3.89624932349829	0.00212444680036605	SESTD1
4265	3.89622690112221	0.00212453301305771	SYNCRIP
1518	-3.89142295976909	0.0021430871952195	TSNAX
1590	-3.89139435975916	0.00214319815473329	SNX7
1524	-3.89031231881443	0.00214740049895634	PRICKLE1
1525	-3.88967306550785	0.00214988716527098	LCA5
992	-3.88910055098957	0.0021521167371028	GABPB2
1512	-3.88882662306732	0.00215318435006895	DLX6-AS1
990	-3.8882804769333	0.00215531454003104	AP4B1
991	-3.88824560548856	0.00215545062637845	CXCL11
4267	3.88663229681239	0.00216175626910409	STMN1
4268	3.88662519262745	0.00216178407787981	NRM
4269	3.8857482913756	0.00216521946884352	SUN2
4270	3.88496459832931	0.00216829445833722	TRIM59
4271	3.88455294949405	0.00216991145217604	ZDHHC22
3480	3.8828602877435	0.00188637219367194	RPL15
1526	-3.87809631860613	0.00219543672806777	TSC22D3
1487	-3.86181101762052	0.00226119989719242	DVL1
4247	3.85958646431694	0.00227033913442731	CBFA2T2
983	-3.8590693580126	0.00227246902481948	CBY1
1516	-3.85538516045675	0.00228770334650696	GAGE12B
4248	3.85530154875323	0.00228805030125301	PDP1
4249	3.85285698762115	0.00229821820211995	NUP62CL
3451	3.84695424603299	0.00201915506815387	UBE3C
4242	3.84667014081717	0.0023241599364755	USPL1
4250	3.8454725678827	0.00232921610485382	TET2
3452	3.84478981556778	0.00202745823913819	ZNF627
1513	-3.84321981115334	0.0023387579487435	XPA
4243	3.84037116961075	0.00235088132084793	HNRNPR
4244	3.84037116951562	0.00235088132125383	PRMT1
1514	-3.83998948602171	0.00235251060872277	XAGE2
1576	-3.83805375171068	0.00236079154753965	TTR
1575	-3.83764620939858	0.00236253880166037	NFIL3
325	3.83339971635147	0.00182636654675594	PYROXD2
3456	3.83035168345507	0.00208374555891255	NUSAP1
1515	-3.82387470331358	0.00242236956746955	RIPK1
3455	3.82361290871451	0.0021105607269345	ZNF513
326	3.82309446900791	0.00186387771634788	ARMCX5
1578	-3.81791991499193	0.00244872059988754	LZTFL1
3442	3.81670918070818	0.00213839788699599	DNALI1
3444	3.81636166759126	0.00213980899794763	LIMD2
4238	3.81627822421636	0.00245603706169506	ZUFSP
4237	3.81626396489776	0.00245610070898494	RPS21
3443	3.81380201630745	0.00215023204846099	LOH12CR1
1588	-3.81199244826646	0.00247524338092919	C12orf49
4241	3.81172274570138	0.00247645717835998	SUMO3
1589	-3.8112136508821	0.00247875002868037	FUT11
1579	-3.81067327912422	0.00248118612994652	CXCL14
4240	3.80872274152752	0.00249000001911104	S100A16
4239	3.80870912306894	0.00249006166976318	S100A14
1577	-3.80608916834555	0.0025019514057707	TXNL4A
3454	3.80523116810162	0.00218551196466965	PLEKHH2
988	-3.80501235113585	0.00250685505777648	PAK6
4245	3.80022601471856	0.00252877103255977	SPEG
1517	-3.79840956276373	0.00253713975205594	ARHGDIG
985	-3.79798939043205	0.00253907960944644	GNGT1
3440	3.79750012432812	0.00221784180089268	PHOSPHO2
986	-3.79708688024182	0.00254325148328349	NEUROG1
965	-3.79478484110279	0.00255392462497306	CDR1
3441	3.79410741435007	0.00223218321548369	SLC48A1
3453	3.79410197474198	0.00223220628522891	KIRREL3-AS3
987	-3.79287863832409	0.00256279733147968	GDNF
4246	3.79209325051196	0.00256646224032808	TCP1
989	-3.78690382524185	0.0025908136751126	BEGAIN
964	-3.7865601484698	0.00259243473571635	IMP4
984	-3.78243331170826	0.00261198181231914	SCGB2A2
1587	-3.78150248613044	0.00261641161701942	RASD1
1580	-3.77935765576022	0.00262664826697456	XIAP
1582	-3.77638853391923	0.0026408869235508	KRT77
1581	-3.77607572345696	0.00264239163752156	CAPN3
1586	-3.77527646136381	0.00264624033143002	UBC
1527	-3.77102064068048	0.00266683053998418	CTTNBP2NL
1585	-3.76621694951527	0.0026902690981222	ATP6V1G1
3448	3.76390719198089	0.00236408846058955	PPP2R3B
1532	-3.76105400723232	0.00271569638923863	NMNAT1
1528	-3.76068914231911	0.0027175026393762	AIDA
1529	-3.76000502225392	0.002720892673855	FOXC2
1531	-3.75760447675477	0.00273282251673412	CAPN7
3449	3.75491427998661	0.00240488300833919	CTBP1-AS2
1583	-3.75357451217606	0.00275297080664083	GADD45G
1584	-3.75357451217606	0.00275297080664083	TTC5
3446	3.7498812779963	0.00242802673013653	ZNF418
967	-3.74856422164384	0.0027782330609698	NMB
3447	3.74511168729076	0.00245016870904535	CRB3
966	-3.74470632356045	0.00279784684594553	PKIG
999	-3.74300091056984	0.00280656248749833	MORN2
968	-3.73471886510863	0.00284928620085401	ZNF750
1002	-3.73425283388588	0.00285170999785944	C1orf111
3458	3.73396239908231	0.00250273360101549	RAI1
1530	-3.73333343079958	0.00285649795374199	MID1IP1
1001	-3.73166279114525	0.00286521921842708	ZNF550
3450	3.73122894960693	0.00251579533039026	RAD51B
3439	3.7230282832677	0.00255540031314694	KCNJ10
3445	3.72294168656196	0.00255582190222226	PAK1
955	-3.71920553812897	0.00293111681600899	PDLIM3
327	3.71235523145179	0.00231988069382894	GALNT3
1574	-3.71121246050629	0.00297421578184864	ETV6
958	-3.71055589753553	0.0029777847361625	LYRM2
1533	-3.70905376132689	0.0029859665865255	THRA
3457	3.70484887546615	0.00264547738815635	ZHX3
328	3.7041335080063	0.00235794524042099	AIM2
1534	-3.70054950944569	0.00303272401091581	EIF4H
329	3.69618282492113	0.00239535636894694	WDR24
3437	3.69279695301485	0.00270696934063364	MYBPHL
3436	3.69275415735167	0.00270719026779909	NEU2
3438	3.69018000422311	0.00272051281094954	SULT1E1
1000	-3.67597416197855	0.00317210327280004	OSBP2
954	-3.66992973298356	0.00320737856702602	WDR83
4073	3.66527847153187	0.00323479657356707	CREB3L1
1567	-3.66239811258463	0.00325189573276041	FAM126B
963	-3.65876659093065	0.00327358606872685	RAI2
1005	-3.65849567208829	0.00327521013474108	PCED1B
4072	3.65770801167584	0.0032799365752969	LUC7L2
1004	-3.65724172077389	0.00328273789236944	DHX32
4071	3.65537848940305	0.00329395601289639	SRSF7
956	-3.64997818012519	0.00332669226138749	COPE
423	3.6466724158983	0.00238606324469681	TFRC
961	-3.64203770998813	0.00337543243016314	ANAPC13
962	-3.64186368974554	0.00337650874316064	C6orf54
428	3.64103575393149	0.00241379084893967	VIP
429	3.64101393847475	0.00241389878970877	EVA1B
430	3.64100921843584	0.00241392214464342	RARRES3
427	3.64058257915979	0.00241603411120339	C1QTNF6
957	-3.6392954520285	0.00339243414526291	GOLGA2P11
1003	-3.63822936580837	0.00339906739233453	TRIM72
400	3.63810846705216	0.00268747229948996	CD79B
432	3.63755783951029	0.00243106068550358	SDC4
433	3.63736576862273	0.00243201804021043	SOD3
1568	-3.63714695842261	0.00340581576334098	LINC00152
424	3.63652464978747	0.00243621496565782	COL8A2
431	3.63572935516175	0.00244018994134887	C19orf10
426	3.6282102565878	0.00247809509290364	UBAP1
425	3.62444002263838	0.00249732381984713	TGFA
960	-3.62177489139794	0.00350314701300669	HDHD2
4070	3.62147069686337	0.00350510151910011	TARSL2
1570	-3.61791543746345	0.00352802754230297	FLNA
1569	-3.61717098209747	0.0035328475262113	MRPL53
959	-3.61588958826643	0.00354115969378288	CASP2
439	3.61219743599016	0.00256080310823426	ARPC3
438	3.60973597778277	0.00257376057209979	HOXA3
1030	-3.60517067257555	0.00361147906236736	MAGEB2
1031	-3.60327816460202	0.0036240419374477	CRK
1032	-3.60320305945073	0.00362454142181845	KIAA1143
4236	3.5942193588706	0.00368479750163997	ZNF646
4233	3.59203714444649	0.00369958806027026	HSPB11
