GO	Term	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	0.000227998763424317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044798	nuclear transcription factor complex	0.000265299974416675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0065010	extracellular membrane-bounded organelle	0.000265299974416675	NA	0.000849974753404025	0.000244176875550267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18453266906754e-05
GO:0070062	extracellular exosome	0.000265299974416675	NA	0.000849974753404025	0.000244176875550267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18453266906754e-05
GO:0043230	extracellular organelle	0.000265299974416675	NA	0.000849974753404025	0.000244176875550267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39894384214122e-05
GO:1903561	extracellular vesicle	0.000265299974416675	NA	0.000849974753404025	0.000244176875550267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39894384214122e-05
GO:0005672	transcription factor TFIIA complex	0.000265299974416675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	0.000378004895272261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030665	clathrin-coated vesicle membrane	0.000472845907393023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070419	nonhomologous end joining complex	0.000472845907393023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030117	membrane coat	0.000472845907393023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048475	coated membrane	0.000472845907393023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044421	extracellular region part	0.000557639625952003	NA	NA	0.000270700358766873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043234	protein complex	0.0005691416027073	NA	NA	0.000312053526208089	NA	NA	NA	NA	0.000729643124584642	5.67986738636791e-07	NA	NA	NA	1.09345669254786e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.09612807969436e-06
GO:0030119	AP-type membrane coat adaptor complex	0.000573595764551249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016591	DNA-directed RNA polymerase II, holoenzyme	0.000795311252191327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043227	membrane-bounded organelle	0.000840875920755829	NA	NA	NA	NA	NA	NA	NA	NA	1.55253464912344e-07	NA	NA	NA	NA	NA	NA	NA	NA	0.000397741684904508	NA	NA	NA	1.74477034580036e-09	4.12771886653205e-07	4.28992956622715e-10	1.50733128446306e-05
GO:0032797	SMN complex	0.000897706556796761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097504	Gemini of coiled bodies	0.000897706556796761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016469	proton-transporting two-sector ATPase complex	0.000911363111557016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097361	CIA complex	NA	9.7693494743007e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071817	MMXD complex	NA	9.7693494743007e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043228	non-membrane-bounded organelle	NA	1.42540775087254e-06	NA	NA	NA	NA	0.000241818638039115	NA	NA	5.19680401863145e-07	NA	2.55045433736846e-08	7.35930276738709e-07	3.54394944225991e-13	0.000238781572155823	NA	0.000811216067959545	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043232	intracellular non-membrane-bounded organelle	NA	1.42540775087254e-06	NA	NA	NA	NA	0.000241818638039115	NA	NA	5.19680401863145e-07	NA	2.55045433736846e-08	7.35930276738709e-07	3.54394944225991e-13	0.000238781572155823	NA	0.000811216067959545	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005814	centriole	NA	1.48014264555935e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000118434359739139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044450	microtubule organizing center part	NA	6.50735563240726e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.63126682796818e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005856	cytoskeleton	NA	6.63238074912705e-05	NA	NA	NA	NA	NA	NA	NA	8.7124211499002e-05	NA	0.000165364985571455	1.63609146028346e-05	7.39144763329835e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030015	CCR4-NOT core complex	NA	0.000175842422670949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097433	dense body	NA	0.000175842422670949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044430	cytoskeletal part	NA	0.000469624245083593	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000102408265345875	2.17340584730864e-06	4.97653364231327e-16	NA	NA	NA	NA	NA	0.000459449044479772	NA	NA	NA	NA	NA	NA
GO:0015630	microtubule cytoskeleton	NA	0.000545214293653463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000125654397445293	1.82715727371988e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000396630880395211
GO:0031981	nuclear lumen	NA	0.000545214293653463	NA	NA	NA	NA	NA	NA	NA	5.58217372191104e-11	NA	6.51874978673081e-06	4.52709487988003e-08	0.000451968867551716	NA	NA	0.000308328436916339	NA	NA	NA	0.000208804384847337	NA	0.000222386076807064	0.000932895195633743	1.081721025321e-08	3.33440020953969e-08
GO:0044428	nuclear part	NA	0.000687172978770351	NA	NA	NA	NA	NA	NA	NA	6.85005156633684e-12	NA	1.7282184279378e-06	5.78868350105284e-08	0.000287105553431463	NA	NA	0.00025345120287739	NA	NA	NA	0.00022042981282393	NA	9.69184973902399e-06	0.000302858470388558	1.54519959556476e-10	1.15592424532665e-08
GO:0030014	CCR4-NOT complex	NA	0.000807677477260494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005819	spindle	NA	0.00098431133891068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000327324454702899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016593	Cdc73/Paf1 complex	NA	NA	0.000522187108228915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000815	ESCRT III complex	NA	NA	0.000522187108228915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000228	nuclear chromosome	NA	NA	NA	0.000136582770555463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032993	protein-DNA complex	NA	NA	NA	0.000270454303467194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044454	nuclear chromosome part	NA	NA	NA	0.000270700358766873	NA	NA	NA	NA	NA	0.00049246726304783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000811	GINS complex	NA	NA	NA	0.000271062728131587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072546	ER membrane protein complex	NA	NA	NA	0.000341716041546164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031261	DNA replication preinitiation complex	NA	NA	NA	0.000616083814094607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005694	chromosome	NA	NA	NA	0.000640737953777987	NA	NA	NA	NA	NA	8.7124211499002e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016021	integral component of membrane	NA	NA	NA	NA	2.09086965751932e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031224	intrinsic component of membrane	NA	NA	NA	NA	3.60698227486325e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044425	membrane part	NA	NA	NA	NA	3.73296062018498e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016020	membrane	NA	NA	NA	NA	5.31259383031206e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005741	mitochondrial outer membrane	NA	NA	NA	NA	6.85045479249804e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031968	organelle outer membrane	NA	NA	NA	NA	1.84580285593155e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019867	outer membrane	NA	NA	NA	NA	2.08632414439246e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0012505	endomembrane system	NA	NA	NA	NA	0.00014260525858093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005788	endoplasmic reticulum lumen	NA	NA	NA	NA	0.000207200849718489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031410	cytoplasmic vesicle	NA	NA	NA	NA	0.000245327695007882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.49504796131046e-05
GO:0005783	endoplasmic reticulum	NA	NA	NA	NA	0.000354242484639469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005576	extracellular region	NA	NA	NA	NA	0.000363699409500176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0060205	cytoplasmic membrane-bounded vesicle lumen	NA	NA	NA	NA	0.000513632413438999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031983	vesicle lumen	NA	NA	NA	NA	0.000513632413438999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030141	secretory granule	NA	NA	NA	NA	0.000603450854254972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016023	cytoplasmic membrane-bounded vesicle	NA	NA	NA	NA	0.000921982923804411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.99648395794099e-05
GO:0098588	bounding membrane of organelle	NA	NA	NA	NA	0.000921982923804411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031966	mitochondrial membrane	NA	NA	NA	NA	0.000982415435518477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005832	chaperonin-containing T-complex	NA	NA	NA	NA	NA	0.000372694205911785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0002199	zona pellucida receptor complex	NA	NA	NA	NA	NA	0.000372694205911785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0098562	cytoplasmic side of membrane	NA	NA	NA	NA	NA	NA	NA	NA	0.000729643124584642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032991	macromolecular complex	NA	NA	NA	NA	NA	NA	NA	NA	0.000729643124584642	6.76642845441012e-07	NA	NA	0.000299790808782313	1.24806804432526e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43224360057987e-06
GO:0005634	nucleus	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26083702537068e-15	0.000339850199378178	2.05735501587754e-07	6.46109584662606e-07	0.000200086571332444	0.000889857331026848	0.000157643358123584	3.77272909623008e-07	6.59982166067054e-05	0.000100906352862759	0.000459449044479772	3.64451844446517e-05	NA	1.08033868064216e-13	9.91142293231185e-08	1.21006156654862e-09	8.99872927773573e-08
GO:0005654	nucleoplasm	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09773345380859e-10	NA	0.000102408265345875	7.04054354291959e-07	0.000582605639443723	NA	NA	NA	NA	NA	NA	3.10491229326143e-05	NA	0.000542100256978648	NA	6.13079945044517e-07	2.73448446473272e-07
GO:0043229	intracellular organelle	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.43258275666016e-09	NA	0.000136253640150425	4.84912068299504e-06	6.1528708348232e-09	0.000978887782095946	0.00035950023947926	0.000308328436916339	NA	0.000100906352862759	0.000857192318760918	NA	NA	2.01582986227287e-09	1.5701500237084e-08	1.081721025321e-08	1.70928326547221e-06
GO:0043226	organelle	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3715992749203e-08	NA	0.000388910043790203	0.000464582617908274	7.14161728907134e-07	NA	NA	0.000652327503689107	NA	0.000100906352862759	0.000459449044479772	NA	NA	2.87666629471696e-07	3.86486325811692e-08	3.98379103600106e-09	1.79589808644058e-05
GO:0043233	organelle lumen	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55763236903735e-08	NA	0.000102408265345875	7.01563844537418e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009073362413799	NA	6.23206681388234e-08	6.72880757069695e-06
GO:0070013	intracellular organelle lumen	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10640029766571e-08	NA	0.000102408265345875	5.72733445174757e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000983646833750553	NA	6.23206681388234e-08	4.25122248751316e-06
GO:0031974	membrane-enclosed lumen	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.07774947969859e-08	NA	0.000102408265345875	7.35930276738709e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000983646833750553	NA	1.0509974679618e-07	8.96198918676846e-06
GO:0043231	intracellular membrane-bounded organelle	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35636007934012e-07	NA	NA	NA	NA	NA	NA	0.000986367716861049	NA	0.000428255308009651	NA	NA	NA	4.03364287332965e-13	7.62581355267579e-08	3.88430766194381e-10	1.33338276322455e-06
GO:0031463	Cul3-RING ubiquitin ligase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92951123460884e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044464	cell part	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02743169433941e-05	NA	0.000118241819978608	NA	3.05791623137634e-06	NA	NA	NA	NA	NA	NA	NA	NA	3.28950657503065e-05	4.98859985482298e-06	0.000226773231202683	NA
GO:0044422	organelle part	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02743169433941e-05	NA	0.000128584189166364	7.04054354291959e-07	4.93992918077574e-10	NA	NA	NA	NA	NA	NA	NA	NA	0.000414253753596485	0.000505238784069509	3.19102523048312e-06	2.84413045303659e-08
GO:0005688	U6 snRNP	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02743169433941e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005623	cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2180834309135e-05	NA	0.000134147039195104	NA	3.95384733656468e-06	NA	NA	NA	NA	NA	NA	NA	NA	3.16362134615162e-05	7.90489639952354e-06	0.000309082593660682	NA
GO:0044427	chromosomal part	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5484837547315e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044446	intracellular organelle part	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7124211499002e-05	NA	0.000181800338506243	4.4866961599229e-07	7.64775851751849e-10	NA	NA	NA	NA	NA	NA	NA	NA	0.000203773635307603	0.000677093313720945	1.94673711101813e-06	2.84413045303659e-08
GO:0097526	spliceosomal tri-snRNP complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.96504780841797e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1990726	Lsm1-7-Pat1 complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000111003455002128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0046540	U4/U6 x U5 tri-snRNP complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000440527849973725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008043	intracellular ferritin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00049246726304783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070288	ferritin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00049246726304783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902494	catalytic complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000733809429742619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005884	actin filament	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000863389778491041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1990234	transferase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000988184563780546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031461	cullin-RING ubiquitin ligase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000994596068263682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1990617	CHOP-ATF4 complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000128584189166364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000176	nuclear exosome (RNase complex)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000388910043790203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005730	nucleolus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000396190772380749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044451	nucleoplasm part	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84817656523759e-07	NA	NA	NA	NA	NA	NA	NA	2.55344925691552e-08	NA	NA	NA	4.59651965636275e-05	NA
GO:0016604	nuclear body	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2619411297396e-07	NA	NA	NA	NA	NA	NA	NA	3.54054202949224e-09	NA	NA	NA	NA	NA
GO:0005813	centrosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34759131848099e-06	2.43911199042447e-07	NA	0.00035950023947926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005681	spliceosomal complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17401887630382e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000505238784069509	NA	NA
GO:0005815	microtubule organizing center	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6939440385743e-05	1.32720497470715e-08	NA	0.00035950023947926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0015030	Cajal body	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7214580867335e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030529	ribonucleoprotein complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7214580867335e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000131474295779561	NA	NA
GO:0015629	actin cytoskeleton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000299790808782313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031429	box H/ACA snoRNP complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038606533985417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072588	box H/ACA RNP complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038606533985417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072589	box H/ACA scaRNP complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038606533985417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044452	nucleolar part	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000473686583727241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042382	paraspeckles	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000522820351927249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
