GO	Term	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
GO:0090575	RNA polymerase II transcription factor complex	0.000521374855623522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044297	cell body	0.000521374855623522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043234	protein complex	0.000570922400200515	0.000113571058144824	NA	NA	NA	NA	9.13670028660875e-08	7.4939933598654e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000536506328212962	NA
GO:0005672	transcription factor TFIIA complex	0.000617114767410362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045334	clathrin-coated endocytic vesicle	0.000617114767410362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043228	non-membrane-bounded organelle	0.000627065535499595	0.000424988581051998	NA	NA	NA	NA	1.64917865227037e-06	1.13418245269082e-27	0.000151984090696444	NA	6.11059166081795e-05	0.000525326960033402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043232	intracellular non-membrane-bounded organelle	0.000627065535499595	0.000424988581051998	NA	NA	NA	NA	1.64917865227037e-06	1.13418245269082e-27	0.000151984090696444	NA	6.11059166081795e-05	0.000525326960033402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043025	neuronal cell body	0.000627065535499595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030015	CCR4-NOT core complex	0.000651488621087289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	0.000651488621087289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044798	nuclear transcription factor complex	0.000790144365571138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1990391	DNA repair complex	0.000790144365571138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070419	nonhomologous end joining complex	0.000790144365571138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031982	vesicle	0.000790217276673606	NA	3.36709214283273e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000162987424590373	NA
GO:0031988	membrane-bounded vesicle	0.000857558019369785	NA	1.19527386601828e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000536506328212962	NA
GO:0043227	membrane-bounded organelle	0.000923097277790581	NA	NA	NA	NA	NA	4.7128651064843e-05	2.22892421905613e-05	NA	NA	7.89981365673177e-05	1.3321998033506e-06	NA	NA	NA	NA	NA	NA	3.30431137358403e-06	NA	NA	NA	6.12952298090728e-06	NA	1.62159010467133e-08	NA	9.15793106453024e-06
GO:0044450	microtubule organizing center part	0.000983654708407572	NA	NA	NA	NA	NA	NA	3.07949427334001e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032993	protein-DNA complex	NA	1.0123352323968e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097361	CIA complex	NA	2.11781886645281e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071817	MMXD complex	NA	4.32847763094306e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032991	macromolecular complex	NA	4.32847763094306e-05	NA	NA	NA	NA	9.13670028660875e-08	1.03877484883953e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000417226251515483	NA
GO:0065010	extracellular membrane-bounded organelle	NA	4.32847763094306e-05	0.000146595545123377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070062	extracellular exosome	NA	4.32847763094306e-05	0.000146595545123377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043230	extracellular organelle	NA	4.32847763094306e-05	0.000150573161707842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903561	extracellular vesicle	NA	4.32847763094306e-05	0.000150573161707842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044428	nuclear part	NA	4.98416111128393e-05	NA	NA	NA	NA	4.37233657615204e-08	1.872543439121e-17	NA	NA	2.11076946607217e-05	NA	NA	NA	NA	4.58950341356747e-05	NA	0.000129372378144182	0.000168401251850763	NA	NA	NA	NA	NA	2.93869773348022e-11	NA	3.12865913373618e-07
GO:0031981	nuclear lumen	NA	6.44051666059069e-05	NA	NA	NA	NA	8.211829169163e-08	1.54975882809555e-17	NA	NA	6.11059166081795e-05	NA	NA	NA	NA	5.67766310775302e-05	NA	0.000551660009227892	NA	NA	NA	NA	NA	NA	1.28854446168666e-08	NA	1.54345340082927e-06
GO:0000811	GINS complex	NA	0.00020979258634796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072546	ER membrane protein complex	NA	0.000235738437488941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044421	extracellular region part	NA	0.000299201112626185	3.94371231962316e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000228	nuclear chromosome	NA	0.000299201112626185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044454	nuclear chromosome part	NA	0.000417378963224431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005654	nucleoplasm	NA	0.000418952776341447	NA	NA	NA	NA	2.88459672347221e-07	2.13127648585478e-14	NA	NA	0.000529748651328371	NA	NA	NA	NA	1.06243097837278e-06	NA	0.000945233119491155	NA	NA	NA	NA	NA	NA	7.68841044435645e-08	NA	1.39413663433147e-06
GO:0031261	DNA replication preinitiation complex	NA	0.000424988581051998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016282	eukaryotic 43S preinitiation complex	NA	0.000573073934099861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033290	eukaryotic 48S preinitiation complex	NA	0.000573073934099861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005852	eukaryotic translation initiation factor 3 complex	NA	0.000651577909629777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070993	translation preinitiation complex	NA	0.000651577909629777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070013	intracellular organelle lumen	NA	0.000692134303888535	NA	NA	NA	NA	2.16030170454429e-06	1.9069310479815e-13	NA	NA	0.000302768443107191	NA	NA	NA	NA	0.000302335405563553	NA	NA	NA	NA	NA	NA	NA	NA	9.12086957056924e-08	NA	2.19541236769211e-05
GO:0043596	nuclear replication fork	NA	0.000699209964096752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043233	organelle lumen	NA	0.000951617512458468	NA	NA	NA	NA	2.05360722762402e-06	3.49135920802666e-13	NA	NA	0.00034931998528964	NA	NA	NA	NA	0.000380358115616007	NA	NA	NA	NA	NA	NA	NA	NA	1.61456231274431e-07	NA	2.87438479564869e-05
GO:0016021	integral component of membrane	NA	NA	3.54807862942905e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031224	intrinsic component of membrane	NA	NA	3.85457953367044e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0012505	endomembrane system	NA	NA	7.30427217717116e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005783	endoplasmic reticulum	NA	NA	3.80617611478352e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044425	membrane part	NA	NA	5.13477059079558e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005576	extracellular region	NA	NA	6.30868734334192e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005788	endoplasmic reticulum lumen	NA	NA	1.54476034556096e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044432	endoplasmic reticulum part	NA	NA	2.29475759743688e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031968	organelle outer membrane	NA	NA	9.9408751167451e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005615	extracellular space	NA	NA	9.9408751167451e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019867	outer membrane	NA	NA	0.000120654293281028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005741	mitochondrial outer membrane	NA	NA	0.000121974520333477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0098588	bounding membrane of organelle	NA	NA	0.000178671254316663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016020	membrane	NA	NA	0.000213291957961698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031410	cytoplasmic vesicle	NA	NA	0.000227980253528989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000467201673774621	NA
GO:0005581	collagen trimer	NA	NA	0.000352050114701461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019815	B cell receptor complex	NA	NA	0.000639118704223484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005832	chaperonin-containing T-complex	NA	NA	NA	0.000358467491235377	0.00054711182494907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0002199	zona pellucida receptor complex	NA	NA	NA	0.000358467491235377	0.00054711182494907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005634	nucleus	NA	NA	NA	NA	NA	NA	2.58755495600884e-09	1.52526676237246e-18	NA	9.43522382329718e-05	2.47512409229538e-10	9.85233156677951e-08	NA	NA	NA	4.59367634035551e-08	NA	2.21737854590528e-05	8.78829340108136e-11	NA	0.000253844597607812	NA	1.08732994898396e-05	NA	9.30489084723049e-10	NA	4.74536514960432e-08
GO:0031974	membrane-enclosed lumen	NA	NA	NA	NA	NA	NA	2.16030170454429e-06	1.12802325967653e-12	NA	NA	0.000399686550038854	NA	NA	NA	NA	0.000456414663843953	NA	NA	NA	NA	NA	NA	NA	NA	2.31974055419059e-07	NA	3.3994963540945e-05
GO:0043229	intracellular organelle	NA	NA	NA	NA	NA	NA	6.57662317701851e-06	1.4179604749861e-16	NA	0.000329197650685538	0.00011392816436995	9.53187069301967e-07	NA	NA	NA	0.000283131256546712	NA	NA	7.45739801516212e-07	NA	NA	NA	6.17016444252288e-07	NA	4.02652283254028e-08	NA	1.54345340082927e-06
GO:0098562	cytoplasmic side of membrane	NA	NA	NA	NA	NA	NA	8.50259894417173e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902494	catalytic complex	NA	NA	NA	NA	NA	NA	1.18623019327466e-05	0.000260426051227184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043226	organelle	NA	NA	NA	NA	NA	NA	2.07897723086422e-05	1.24656275011763e-12	NA	0.000765110498676124	5.57397408480041e-05	9.53187069301967e-07	NA	NA	NA	0.000456414663843953	NA	NA	2.7472367953458e-05	NA	NA	NA	6.70698519793103e-07	NA	1.95796247214601e-08	NA	3.3994963540945e-05
GO:0043231	intracellular membrane-bounded organelle	NA	NA	NA	NA	NA	NA	2.44866064388634e-05	3.0317588834369e-06	NA	NA	0.000125031922832175	9.53187069301967e-07	NA	NA	NA	0.000470653874024187	NA	NA	6.91509494169208e-09	NA	NA	NA	1.77408648138e-06	NA	1.22793251202984e-08	NA	1.0738530685547e-06
GO:0009898	cytoplasmic side of plasma membrane	NA	NA	NA	NA	NA	NA	2.89252176698935e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	NA	NA	NA	NA	NA	NA	4.7128651064843e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005856	cytoskeleton	NA	NA	NA	NA	NA	NA	7.9846181030744e-05	8.59988301319088e-21	NA	NA	NA	NA	4.45260757061302e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044422	organelle part	NA	NA	NA	NA	NA	NA	0.000101645925572514	5.01604702815644e-18	NA	NA	0.000523998092174151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73348049033553e-07	0.000417226251515483	3.16530890990423e-05
GO:0031463	Cul3-RING ubiquitin ligase complex	NA	NA	NA	NA	NA	NA	0.000103556899548258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044464	cell part	NA	NA	NA	NA	NA	NA	0.000199797716159293	5.23834744711795e-13	NA	NA	NA	NA	NA	NA	NA	0.000774218642058263	NA	NA	NA	NA	NA	NA	0.000183560921705159	NA	0.000347436933348052	NA	NA
GO:0005884	actin filament	NA	NA	NA	NA	NA	NA	0.000199797716159293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005688	U6 snRNP	NA	NA	NA	NA	NA	NA	0.000205937586702728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0015629	actin cytoskeleton	NA	NA	NA	NA	NA	NA	0.000246629423759631	0.000302518645672591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030496	midbody	NA	NA	NA	NA	NA	NA	0.000254953948772654	NA	NA	0.000391129760270477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000889174100450648	NA	NA
GO:0019897	extrinsic component of plasma membrane	NA	NA	NA	NA	NA	NA	0.000293131579632399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044446	intracellular organelle part	NA	NA	NA	NA	NA	NA	0.000295138725601067	1.20198091498575e-17	NA	NA	0.000302768443107191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.174293187491e-07	0.000536506328212962	1.43191459222868e-05
GO:0005623	cell	NA	NA	NA	NA	NA	NA	0.000313108048101186	1.23651920622078e-12	NA	NA	NA	NA	NA	NA	NA	0.000845277071848174	NA	NA	NA	NA	NA	NA	0.000253348997989122	NA	0.000461001514586911	NA	NA
GO:0005834	heterotrimeric G-protein complex	NA	NA	NA	NA	NA	NA	0.000444729996553896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005694	chromosome	NA	NA	NA	NA	NA	NA	0.000591632438697236	2.23742348193823e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1990726	Lsm1-7-Pat1 complex	NA	NA	NA	NA	NA	NA	0.000622262875327683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044427	chromosomal part	NA	NA	NA	NA	NA	NA	0.000744159857580607	1.35727572616727e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044430	cytoskeletal part	NA	NA	NA	NA	NA	NA	NA	8.98878740588194e-24	NA	NA	NA	NA	3.73119579462486e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005813	centrosome	NA	NA	NA	NA	NA	NA	NA	9.22990996617317e-15	NA	0.000329197650685538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005815	microtubule organizing center	NA	NA	NA	NA	NA	NA	NA	9.22990996617317e-15	NA	0.000329197650685538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0015630	microtubule cytoskeleton	NA	NA	NA	NA	NA	NA	NA	4.95024896515679e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044451	nucleoplasm part	NA	NA	NA	NA	NA	NA	NA	1.68178594417107e-09	NA	NA	NA	NA	NA	NA	NA	3.10648186587239e-07	NA	2.21737854590528e-05	NA	NA	NA	NA	NA	NA	0.000153667059282454	NA	NA
GO:0005882	intermediate filament	NA	NA	NA	NA	NA	NA	NA	9.61679607402138e-09	NA	NA	NA	NA	4.89747456009696e-17	0.000551026411800335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045111	intermediate filament cytoskeleton	NA	NA	NA	NA	NA	NA	NA	1.99781897500632e-07	NA	NA	NA	NA	1.18118182930222e-15	0.000287924772530282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005814	centriole	NA	NA	NA	NA	NA	NA	NA	7.05378033106278e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016604	nuclear body	NA	NA	NA	NA	NA	NA	NA	6.90562384780816e-06	NA	NA	NA	NA	NA	NA	NA	1.34849284941527e-08	NA	3.38938259711727e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042382	paraspeckles	NA	NA	NA	NA	NA	NA	NA	1.48421369318816e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005874	microtubule	NA	NA	NA	NA	NA	NA	NA	1.630411928508e-05	NA	NA	0.000382906616561316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045095	keratin filament	NA	NA	NA	NA	NA	NA	NA	1.63604195410518e-05	NA	NA	NA	NA	6.77126319210963e-18	5.19872601374409e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005681	spliceosomal complex	NA	NA	NA	NA	NA	NA	NA	3.36372488340168e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000139555839933176	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005819	spindle	NA	NA	NA	NA	NA	NA	NA	5.28199062922021e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030018	Z disc	NA	NA	NA	NA	NA	NA	NA	6.81048381569387e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005730	nucleolus	NA	NA	NA	NA	NA	NA	NA	0.000198625389258159	NA	NA	0.000148670433412113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071013	catalytic step 2 spliceosome	NA	NA	NA	NA	NA	NA	NA	0.000204144005439627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000922	spindle pole	NA	NA	NA	NA	NA	NA	NA	0.000204144005439627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031674	I band	NA	NA	NA	NA	NA	NA	NA	0.000204144005439627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030017	sarcomere	NA	NA	NA	NA	NA	NA	NA	0.000232838081423216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030016	myofibril	NA	NA	NA	NA	NA	NA	NA	0.000287559199256908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0098687	chromosomal region	NA	NA	NA	NA	NA	NA	NA	0.000364081080657632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000775	chromosome, centromeric region	NA	NA	NA	NA	NA	NA	NA	0.000390739995332356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034399	nuclear periphery	NA	NA	NA	NA	NA	NA	NA	0.00039252705960643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
