GO	Term	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
GO:0046983	protein dimerization activity	NA	0.000784619118430383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0050998	nitric-oxide synthase binding	NA	0.000784619118430383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031800	type 3 metabotropic glutamate receptor binding	NA	0.000784619118430383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051400	BH domain binding	NA	NA	0.00031711389306266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032139	dinucleotide insertion or deletion binding	NA	NA	NA	0.000124291836407918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032135	DNA insertion or deletion binding	NA	NA	NA	0.000386649009010169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043566	structure-specific DNA binding	NA	NA	NA	0.000408677030125508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	NA	NA	NA	0.000657003305621693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042171	lysophosphatidic acid acyltransferase activity	NA	NA	NA	0.000657003305621693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030983	mismatched DNA binding	NA	NA	NA	0.000746173068738071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071617	lysophospholipid acyltransferase activity	NA	NA	NA	0.000746173068738071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0035251	UDP-glucosyltransferase activity	NA	NA	NA	NA	0.000500504421542817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0017048	Rho GTPase binding	NA	NA	NA	NA	NA	NA	5.50527774086783e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0017016	Ras GTPase binding	NA	NA	NA	NA	NA	NA	8.78245563346255e-05	0.000769109916044695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	NA	NA	9.36134565489238e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097199	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	NA	NA	NA	NA	NA	NA	0.000112162416305063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051020	GTPase binding	NA	NA	NA	NA	NA	NA	0.000115493157723136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031267	small GTPase binding	NA	NA	NA	NA	NA	NA	0.000160708240887392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019904	protein domain specific binding	NA	NA	NA	NA	NA	NA	0.000224852333709853	9.1558708347381e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048365	Rac GTPase binding	NA	NA	NA	NA	NA	NA	0.000462625679569677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005200	structural constituent of cytoskeleton	NA	NA	NA	NA	NA	NA	NA	1.52390697068631e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	NA	NA	NA	NA	NA	NA	NA	6.1516445288154e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0017160	Ral GTPase binding	NA	NA	NA	NA	NA	NA	NA	7.684215345449e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008092	cytoskeletal protein binding	NA	NA	NA	NA	NA	NA	NA	0.000153082306231142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008307	structural constituent of muscle	NA	NA	NA	NA	NA	NA	NA	0.000406793124988341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	NA	NA	NA	NA	NA	NA	NA	0.00051914598435111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005198	structural molecule activity	NA	NA	NA	NA	NA	NA	NA	0.000836904685711692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003676	nucleic acid binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.81305580717336e-05	0.000130209780157524	NA	NA	NA	0.000772708355005182	NA	0.00033701473497092	0.000770180992663262	NA	NA	NA	0.000260482235921846	NA	0.000452585478045827	NA	NA
GO:0003677	DNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000544108479275117	NA	NA	0.000766181338238087	NA	NA	NA	0.000234025340201329	NA	NA	NA	NA	NA	0.000452585478045827	NA	NA
GO:0004035	alkaline phosphatase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000177394886104177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019789	SUMO transferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000116226005931972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003723	RNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000139464562970888	NA	0.000291205193087644	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044822	poly(A) RNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000347297499774999	NA	0.000239011876744857	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0004668	protein-arginine deiminase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000561051948774401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003727	single-stranded RNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000772708355005182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032182	ubiquitin-like protein binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000288863721549231	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043130	ubiquitin binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000734820332648397	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0001071	nucleic acid binding transcription factor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000159380312194458	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003700	transcription factor activity, sequence-specific DNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000159380312194458	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008134	transcription factor binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000173844519884795	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003714	transcription corepressor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000173844519884795	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016874	ligase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000173844519884795	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000988	transcription factor activity, protein binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000234025340201329	NA	NA	NA	NA	NA	NA	NA	NA
GO:0004842	ubiquitin-protein transferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000234025340201329	NA	NA	NA	NA	NA	NA	NA	NA
GO:0036402	proteasome-activating ATPase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000234025340201329	NA	NA	NA	NA	NA	NA	NA	0.000851835634082995
GO:0061631	ubiquitin conjugating enzyme activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000277360582567744	NA	NA	NA	NA	NA	NA	NA	NA
GO:0061650	ubiquitin-like protein conjugating enzyme activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000295533566847382	NA	NA	NA	NA	NA	NA	NA	NA
GO:0003712	transcription cofactor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000295533566847382	NA	NA	NA	NA	NA	NA	NA	0.000851835634082995
GO:0019787	ubiquitin-like protein transferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000295596408147184	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000989	transcription factor activity, transcription factor binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000323457872293171	NA	NA	NA	NA	NA	NA	NA	NA
GO:1901363	heterocyclic compound binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000480026203661434	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097159	organic cyclic compound binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000796734090096581	NA	NA	NA	NA	NA	0.000986618602720059	NA	NA
GO:0004351	glutamate decarboxylase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.31247070596769e-05	NA	NA	NA	NA	NA	NA	NA
GO:1990460	leptin receptor binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.31247070596769e-05	NA	NA	NA	NA	NA	NA	NA
GO:1990459	transferrin receptor binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00036830815522353	NA	NA	NA	NA	NA	NA	NA
GO:0016830	carbon-carbon lyase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000483482502854769	NA	NA	NA	NA	NA	NA	NA
GO:0030170	pyridoxal phosphate binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000510473637006177	NA	NA	NA	NA	NA	NA	NA
GO:0017022	myosin binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000881834738615523	NA	NA	NA	NA	NA	NA
GO:0003735	structural constituent of ribosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000260482235921846	NA	NA	NA	NA
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00094490838355142	NA	NA	NA	NA
GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.29316912575237e-07	NA	NA
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.29316912575237e-07	NA	NA
GO:0003707	steroid hormone receptor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47095195769768e-06	NA	NA
GO:0003708	retinoic acid receptor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000156119967350631	NA	NA
GO:0032934	sterol binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000452585478045827	NA	NA
GO:0004886	9-cis retinoic acid receptor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000628204669378275	NA	NA
GO:0042054	histone methyltransferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000954177687813087	NA	NA
GO:0005484	SNAP receptor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65642626788189e-21	NA
GO:0000149	SNARE binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98564129595588e-13	NA
GO:0019905	syntaxin binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73916217300411e-06	NA
GO:0004749	ribose phosphate diphosphokinase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97969736470871e-05	NA
GO:0048306	calcium-dependent protein binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.18364863555597e-05	NA
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.32501631759868e-05	NA
GO:0016778	diphosphotransferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.56280668437412e-05	NA
GO:0019869	chloride channel inhibitor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.73523014567608e-05	NA
GO:0048257	3'-flap endonuclease activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000132597963421921	NA
GO:0050786	RAGE receptor binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000157410600471312	NA
GO:0050294	steroid sulfotransferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000334744777397819	NA
GO:0008200	ion channel inhibitor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000336375061982901	NA
GO:0016248	channel inhibitor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000349733333746423	NA
GO:0017081	chloride channel regulator activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000388577361072905	NA
GO:0032561	guanyl ribonucleotide binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000456215424191519	NA
GO:0000213	tRNA-intron endonuclease activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000456215424191519	NA
GO:0019001	guanyl nucleotide binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000456215424191519	NA
GO:0008146	sulfotransferase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000863471678617871	NA
GO:0004722	protein serine/threonine phosphatase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000305121723668197
GO:0008184	glycogen phosphorylase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000389144551522419
GO:0044020	histone methyltransferase activity (H4-R3 specific)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000619510647741738
GO:0004645	phosphorylase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000851835634082995
GO:0004723	calcium-dependent protein serine/threonine phosphatase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000851835634082995
