GO	Term	1	2	3	4	5	6	7	8	9	10	11
GO:0065010	extracellular membrane-bounded organelle	3.95707269095019e-05	NA	NA	0.000381500513914464	NA	NA	NA	NA	NA	NA	2.10834227162175e-05
GO:0070062	extracellular exosome	3.95707269095019e-05	NA	NA	0.000381500513914464	NA	NA	NA	NA	NA	NA	2.10834227162175e-05
GO:0043230	extracellular organelle	4.08272031203881e-05	NA	NA	0.000381500513914464	NA	NA	NA	NA	NA	NA	1.87808185636025e-05
GO:1903561	extracellular vesicle	4.08272031203881e-05	NA	NA	0.000381500513914464	NA	NA	NA	NA	NA	NA	1.87808185636025e-05
GO:0031981	nuclear lumen	4.24432426174682e-05	NA	NA	NA	NA	1.60762602454454e-10	3.48327185436209e-23	NA	2.72561840701842e-09	NA	3.95544195612978e-16
GO:1990391	DNA repair complex	4.74906471627057e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043226	organelle	5.37352803402406e-05	NA	NA	NA	NA	4.60719500207811e-06	2.78932841966187e-22	2.75661715758864e-05	4.83762420216986e-07	2.10127042419159e-08	4.2524626853187e-16
GO:0044430	cytoskeletal part	6.19602014229791e-05	NA	NA	NA	NA	NA	5.03849559596032e-26	0.000198212635466197	NA	NA	NA
GO:0005819	spindle	0.000149138053853694	NA	NA	NA	NA	NA	4.06360853474053e-05	NA	NA	NA	NA
GO:0031982	vesicle	0.000151119349810297	NA	NA	0.000381500513914464	0.000715861118961768	NA	NA	NA	NA	NA	5.56427186453951e-05
GO:0005813	centrosome	0.000174624302058893	NA	NA	NA	NA	NA	7.28348025646784e-17	NA	NA	NA	NA
GO:0031988	membrane-bounded vesicle	0.000184894994757292	NA	NA	0.000381500513914464	0.000914897529678693	NA	NA	NA	NA	NA	0.000115022181088002
GO:0000439	core TFIIH complex	0.000215375610965093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016591	DNA-directed RNA polymerase II, holoenzyme	0.000222558605146209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043227	membrane-bounded organelle	0.000223399573846128	NA	NA	NA	NA	3.75566114900723e-05	6.1880728704571e-11	NA	1.40227429536141e-07	1.8705210922507e-08	6.9700675696899e-17
GO:0032807	DNA ligase IV complex	0.000223399573846128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005815	microtubule organizing center	0.000245933764299338	NA	NA	NA	NA	NA	4.92444819719558e-17	NA	NA	NA	NA
GO:0072546	ER membrane protein complex	0.000259978035608193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043229	intracellular organelle	0.000259978035608193	NA	NA	NA	NA	1.19359048811905e-06	9.42250943466293e-28	0.000123101727650258	8.75696109476766e-08	2.47012930764996e-10	1.11257390868378e-17
GO:0043233	organelle lumen	0.000330955257671466	NA	NA	NA	NA	1.34484760755362e-08	1.68878027521189e-16	NA	5.75649547820802e-07	NA	4.761885578327e-13
GO:0005654	nucleoplasm	0.000365191427795014	NA	NA	NA	NA	2.88637984252082e-10	9.87854225658989e-18	NA	3.97744880734977e-10	NA	3.49280411207342e-13
GO:0070013	intracellular organelle lumen	0.000367715168452518	NA	NA	NA	NA	1.59998914563e-08	1.0701359028974e-16	NA	5.09674773511487e-07	NA	1.98386388620224e-13
GO:0005675	holo TFIIH complex	0.000409305521474012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031974	membrane-enclosed lumen	0.000442290845104802	NA	NA	NA	NA	2.50652177048073e-08	8.66514044202863e-16	NA	1.11199428115451e-06	NA	1.01592186442366e-12
GO:0000109	nucleotide-excision repair complex	0.000502034372604677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0061695	transferase complex, transferring phosphorus-containing groups	0.000514984067885312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000428	DNA-directed RNA polymerase complex	0.000551950309617295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0055029	nuclear DNA-directed RNA polymerase complex	0.000551950309617295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030880	RNA polymerase complex	0.000595393472897435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016282	eukaryotic 43S preinitiation complex	0.000685478449790895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033290	eukaryotic 48S preinitiation complex	0.000685478449790895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044421	extracellular region part	0.000742095291984236	NA	NA	0.000130075204421137	NA	NA	NA	NA	NA	NA	NA
GO:0005814	centriole	0.000742095291984236	NA	NA	NA	NA	NA	1.06321970198432e-05	NA	NA	NA	NA
GO:0090575	RNA polymerase II transcription factor complex	0.000742095291984236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044450	microtubule organizing center part	0.000742095291984236	NA	NA	NA	NA	NA	2.81877313779689e-06	NA	NA	NA	NA
GO:0005852	eukaryotic translation initiation factor 3 complex	0.000742095291984236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070993	translation preinitiation complex	0.000742095291984236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043231	intracellular membrane-bounded organelle	0.000754830633608849	NA	NA	NA	NA	9.72585688174525e-06	4.148656501939e-13	NA	1.43266349486146e-08	2.96874236722134e-11	3.39805975802369e-19
GO:0005853	eukaryotic translation elongation factor 1 complex	0.000754830633608849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	0.000754830633608849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0036464	cytoplasmic ribonucleoprotein granule	0.000815848983070763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	0.000816765777915498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044464	cell part	0.000905809116088392	NA	NA	NA	NA	2.58487394232145e-05	7.85447012591547e-17	NA	1.94610017448793e-07	0.000105959345895687	8.36309657875431e-08
GO:0000811	GINS complex	NA	7.44875273336508e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031261	DNA replication preinitiation complex	NA	0.000148488509638263	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031298	replication fork protection complex	NA	0.000368801786123274	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071986	Ragulator complex	NA	0.000441118352343249	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072669	tRNA-splicing ligase complex	NA	0.000681716736053753	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0035859	Seh1-associated complex	NA	NA	0.000346559557200866	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005576	extracellular region	NA	NA	NA	5.39605523833707e-05	NA	NA	NA	NA	NA	NA	NA
GO:0005615	extracellular space	NA	NA	NA	0.000381500513914464	NA	NA	NA	NA	NA	NA	NA
GO:0044432	endoplasmic reticulum part	NA	NA	NA	0.000381500513914464	NA	NA	NA	NA	NA	NA	NA
GO:0005788	endoplasmic reticulum lumen	NA	NA	NA	0.000465959792528686	NA	NA	NA	NA	NA	NA	NA
GO:0005783	endoplasmic reticulum	NA	NA	NA	0.000640560286892637	NA	NA	NA	NA	NA	NA	NA
GO:0005581	collagen trimer	NA	NA	NA	0.000996761756348009	NA	NA	NA	NA	NA	NA	NA
GO:0005832	chaperonin-containing T-complex	NA	NA	NA	NA	0.00032133230205291	NA	NA	NA	NA	NA	NA
GO:0032580	Golgi cisterna membrane	NA	NA	NA	NA	0.00032133230205291	NA	NA	NA	NA	NA	NA
GO:0002199	zona pellucida receptor complex	NA	NA	NA	NA	0.000358211931100768	NA	NA	NA	NA	NA	NA
GO:0005795	Golgi stack	NA	NA	NA	NA	0.000914897529678693	NA	NA	NA	NA	NA	NA
GO:0031985	Golgi cisterna	NA	NA	NA	NA	0.000914897529678693	NA	NA	NA	NA	NA	NA
GO:0005739	mitochondrion	NA	NA	NA	NA	0.000914897529678693	NA	NA	NA	NA	NA	NA
GO:0005634	nucleus	NA	NA	NA	NA	NA	2.9349597995192e-12	1.75180249164412e-34	0.000123101727650258	8.6928631080981e-16	2.30471586607505e-10	5.5517221772713e-19
GO:0031463	Cul3-RING ubiquitin ligase complex	NA	NA	NA	NA	NA	4.31949759690827e-06	NA	NA	NA	NA	NA
GO:0005688	U6 snRNP	NA	NA	NA	NA	NA	3.13457318612738e-05	NA	NA	NA	NA	NA
GO:0005623	cell	NA	NA	NA	NA	NA	3.75566114900723e-05	2.55509593196119e-16	NA	3.2697073288855e-07	9.19531041862532e-05	8.6154661484855e-08
GO:1902494	catalytic complex	NA	NA	NA	NA	NA	5.00226152047779e-05	7.00507499782985e-05	NA	NA	NA	0.000638637316459127
GO:0005694	chromosome	NA	NA	NA	NA	NA	0.00012134368350955	4.41227426904001e-08	NA	NA	NA	NA
GO:0044427	chromosomal part	NA	NA	NA	NA	NA	0.000131275912842126	1.9029803289275e-07	NA	NA	NA	NA
GO:0031461	cullin-RING ubiquitin ligase complex	NA	NA	NA	NA	NA	0.000138845327501546	NA	NA	NA	NA	NA
GO:1990726	Lsm1-7-Pat1 complex	NA	NA	NA	NA	NA	0.000145214333526563	NA	NA	NA	NA	NA
GO:1990234	transferase complex	NA	NA	NA	NA	NA	0.00022438917233268	0.000139857477697937	NA	NA	NA	0.000254565925955773
GO:0008043	intracellular ferritin complex	NA	NA	NA	NA	NA	0.000583722763357919	NA	NA	NA	NA	NA
GO:0070288	ferritin complex	NA	NA	NA	NA	NA	0.000583722763357919	NA	NA	NA	NA	NA
GO:0044454	nuclear chromosome part	NA	NA	NA	NA	NA	0.000655068971022429	0.000625242365759687	NA	NA	NA	NA
GO:0000228	nuclear chromosome	NA	NA	NA	NA	NA	0.000786418317053217	0.000625384932122248	NA	NA	NA	NA
GO:0000151	ubiquitin ligase complex	NA	NA	NA	NA	NA	0.000965319697130596	NA	NA	NA	NA	NA
GO:0044451	nucleoplasm part	NA	NA	NA	NA	NA	NA	1.47068885376775e-12	NA	3.50263402860573e-10	NA	0.000281014599276051
GO:0005730	nucleolus	NA	NA	NA	NA	NA	NA	2.43759993689502e-08	NA	NA	NA	1.87808185636025e-05
GO:0005882	intermediate filament	NA	NA	NA	NA	NA	NA	4.03519466119922e-08	6.10699714821982e-16	NA	NA	NA
GO:0045111	intermediate filament cytoskeleton	NA	NA	NA	NA	NA	NA	4.03519466119922e-08	2.02862970812269e-15	NA	NA	NA
GO:0005874	microtubule	NA	NA	NA	NA	NA	NA	8.471330061228e-08	NA	NA	NA	NA
GO:0005681	spliceosomal complex	NA	NA	NA	NA	NA	NA	1.9029803289275e-07	NA	0.000563930909859513	0.000282394711681729	NA
GO:0016604	nuclear body	NA	NA	NA	NA	NA	NA	9.63352384845198e-07	NA	2.30819843682857e-10	NA	NA
GO:0030529	ribonucleoprotein complex	NA	NA	NA	NA	NA	NA	6.78729033664236e-06	NA	NA	0.000215985519844055	0.000843943583030765
GO:0071013	catalytic step 2 spliceosome	NA	NA	NA	NA	NA	NA	1.68596017272915e-05	NA	NA	NA	0.000638637316459127
GO:0045095	keratin filament	NA	NA	NA	NA	NA	NA	3.60968525469527e-05	2.03018178998367e-17	NA	NA	NA
GO:0016607	nuclear speck	NA	NA	NA	NA	NA	NA	4.08335264006667e-05	NA	7.59532407782887e-08	NA	NA
GO:0042382	paraspeckles	NA	NA	NA	NA	NA	NA	6.0058587290386e-05	NA	NA	NA	NA
GO:0000123	histone acetyltransferase complex	NA	NA	NA	NA	NA	NA	7.74595482617388e-05	NA	NA	NA	NA
GO:0035267	NuA4 histone acetyltransferase complex	NA	NA	NA	NA	NA	NA	0.000106921437995699	NA	NA	NA	NA
GO:0043189	H4/H2A histone acetyltransferase complex	NA	NA	NA	NA	NA	NA	0.000106921437995699	NA	NA	NA	NA
GO:1902562	H4 histone acetyltransferase complex	NA	NA	NA	NA	NA	NA	0.000106921437995699	NA	NA	NA	NA
GO:0030018	Z disc	NA	NA	NA	NA	NA	NA	0.000157323062373618	NA	NA	NA	NA
GO:0000922	spindle pole	NA	NA	NA	NA	NA	NA	0.000163446199137125	NA	NA	NA	NA
GO:0036064	ciliary basal body	NA	NA	NA	NA	NA	NA	0.000223065284385564	NA	NA	NA	NA
GO:0031248	protein acetyltransferase complex	NA	NA	NA	NA	NA	NA	0.000223065284385564	NA	NA	NA	NA
GO:1902493	acetyltransferase complex	NA	NA	NA	NA	NA	NA	0.000223065284385564	NA	NA	NA	NA
GO:0070603	SWI/SNF superfamily-type complex	NA	NA	NA	NA	NA	NA	0.000224636034961754	NA	0.000609364347433898	NA	NA
GO:0097346	INO80-type complex	NA	NA	NA	NA	NA	NA	0.000224636034961754	NA	NA	NA	NA
GO:0097526	spliceosomal tri-snRNP complex	NA	NA	NA	NA	NA	NA	0.000224636034961754	NA	NA	0.000215985519844055	NA
GO:0005875	microtubule associated complex	NA	NA	NA	NA	NA	NA	0.000286923061474836	NA	NA	NA	NA
GO:0032777	Piccolo NuA4 histone acetyltransferase complex	NA	NA	NA	NA	NA	NA	0.000304203702104684	NA	NA	NA	NA
GO:0098687	chromosomal region	NA	NA	NA	NA	NA	NA	0.000471190350540055	NA	NA	NA	NA
GO:0031674	I band	NA	NA	NA	NA	NA	NA	0.000473139321267575	NA	NA	NA	NA
GO:0046540	U4/U6 x U5 tri-snRNP complex	NA	NA	NA	NA	NA	NA	0.000497687604960031	NA	NA	0.000659407458559849	NA
GO:0000775	chromosome, centromeric region	NA	NA	NA	NA	NA	NA	0.000663225065661217	NA	NA	NA	NA
GO:0017053	transcriptional repressor complex	NA	NA	NA	NA	NA	NA	0.000722565972269022	NA	NA	NA	NA
GO:0030496	midbody	NA	NA	NA	NA	NA	NA	0.000760915521245682	NA	NA	NA	NA
GO:0030016	myofibril	NA	NA	NA	NA	NA	NA	0.000780560392446041	NA	NA	NA	NA
GO:0097525	spliceosomal snRNP complex	NA	NA	NA	NA	NA	NA	0.000833506250353069	NA	NA	NA	NA
GO:0000785	chromatin	NA	NA	NA	NA	NA	NA	0.00090631862536593	NA	NA	NA	NA
GO:0072686	mitotic spindle	NA	NA	NA	NA	NA	NA	0.000928037681434872	NA	NA	NA	NA
GO:0001533	cornified envelope	NA	NA	NA	NA	NA	NA	NA	2.45559856998922e-05	NA	NA	NA
GO:0000502	proteasome complex	NA	NA	NA	NA	NA	NA	NA	NA	1.67414360664171e-05	NA	5.51903936072625e-05
GO:0000421	autophagosome membrane	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4266047951505e-05	NA
GO:0000407	pre-autophagosomal structure	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000215985519844055	NA
GO:0005776	autophagosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000363236228515399	NA
GO:0031201	SNARE complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.47595272107418e-13
GO:0005838	proteasome regulatory particle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10726400434733e-06
GO:0022624	proteasome accessory complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.26078292651532e-06
GO:0044445	cytosolic part	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82333515724343e-05
GO:0032154	cleavage furrow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82333515724343e-05
GO:0097610	cell surface furrow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82333515724343e-05
GO:0005768	endosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.86046971416989e-05
GO:0032153	cell division site	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91310300654094e-05
GO:0032155	cell division site part	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91310300654094e-05
GO:0031597	cytosolic proteasome complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91310300654094e-05
GO:0034708	methyltransferase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.26634876646292e-05
GO:0044391	ribosomal subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.49476544696079e-05
GO:0022626	cytosolic ribosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.83555877750434e-05
GO:0031105	septin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.71057051061711e-05
GO:0032156	septin cytoskeleton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.71057051061711e-05
GO:0035097	histone methyltransferase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000127246930060417
GO:0070688	MLL5-L complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000189472693034315
GO:0002189	ribose phosphate diphosphokinase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000286523621661694
GO:0005769	early endosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00033026433648601
GO:0005840	ribosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000549509189257249
GO:0008287	protein serine/threonine phosphatase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000638637316459127
GO:1903293	phosphatase complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000638637316459127
GO:0044440	endosomal part	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000779629461453779
GO:0015934	large ribosomal subunit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000890572334113613
GO:0005770	late endosome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000983153032304544
