GO	Term	1	2	3	4	5	6	7	8	9	10	11
GO:0044784	metaphase/anaphase transition of cell cycle	0.000533006533620272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030836	positive regulation of actin filament depolymerization	0.000533006533620272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031023	microtubule organizing center organization	0.000533006533620272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1901685	glutathione derivative metabolic process	0.000533006533620272	0.000159144951764621	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1901687	glutathione derivative biosynthetic process	0.000533006533620272	0.000159144951764621	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051306	mitotic sister chromatid separation	0.000533006533620272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051985	negative regulation of chromosome segregation	0.000533006533620272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009615	response to virus	0.000537430020208259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0007067	mitotic nuclear division	0.000569366098010857	NA	NA	NA	NA	NA	0.000207508551186935	NA	NA	NA	NA
GO:0031577	spindle checkpoint	0.000611137872597999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	0.000658428025869034	NA	NA	NA	NA	NA	0.000991386620797294	NA	NA	NA	NA
GO:0000070	mitotic sister chromatid segregation	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0050688	regulation of defense response to virus	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010824	regulation of centrosome duplication	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030071	regulation of mitotic metaphase/anaphase transition	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033043	regulation of organelle organization	0.000658428025869034	NA	NA	NA	0.000996515733501564	NA	0.000195213194912543	NA	NA	NA	NA
GO:0033668	negative regulation by symbiont of host apoptotic process	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052041	negative regulation by symbiont of host programmed cell death	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052490	negative regulation by organism of programmed cell death in other organism involved in symbiotic interaction	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0060154	cellular process regulating host cell cycle in response to virus	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051782	negative regulation of cell division	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006000	fructose metabolic process	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010649	regulation of cell communication by electrical coupling	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902188	positive regulation of viral release from host cell	0.000658428025869034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006289	nucleotide-excision repair	0.000674299478849614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.000674299478849614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	0.000674299478849614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1901657	glycosyl compound metabolic process	0.000688549629303055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019637	organophosphate metabolic process	0.000709664157235689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.000734649103073093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005513	detection of calcium ion	0.000752276105281843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000819	sister chromatid segregation	0.000752276105281843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006892	post-Golgi vesicle-mediated transport	0.000752276105281843	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000221246204575886
GO:0006996	organelle organization	0.00076062752966795	NA	NA	NA	NA	NA	4.56754481944862e-13	NA	NA	NA	0.000553538386608656
GO:0070296	sarcoplasmic reticulum calcium ion transport	0.000771168542041793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045839	negative regulation of mitotic nuclear division	0.000771168542041793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000278	mitotic cell cycle	0.000846535955867214	NA	NA	NA	NA	NA	9.02417011540476e-11	NA	NA	NA	NA
GO:0034641	cellular nitrogen compound metabolic process	0.000846535955867214	NA	NA	NA	NA	6.71023149199433e-05	1.63325824679798e-08	9.34309808697849e-05	2.68076260014357e-11	0.000177708243462729	8.35265238832536e-07
GO:0019054	modulation by virus of host process	0.00085077519693355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010948	negative regulation of cell cycle process	0.00085077519693355	NA	NA	NA	NA	NA	0.000292920699187899	NA	NA	NA	NA
GO:0010965	regulation of mitotic sister chromatid separation	0.000851541620543755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006368	transcription elongation from RNA polymerase II promoter	0.000857630758084688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0022607	cellular component assembly	0.00086408342025099	NA	NA	NA	NA	NA	5.91309823693137e-08	NA	NA	NA	NA
GO:0046605	regulation of centrosome cycle	0.00086408342025099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009259	ribonucleotide metabolic process	0.00086408342025099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048013	ephrin receptor signaling pathway	0.00086408342025099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010639	negative regulation of organelle organization	0.00086408342025099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010035	response to inorganic substance	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010038	response to metal ion	0.0008782776085198	NA	0.000902486696592738	NA	NA	NA	NA	NA	NA	NA	NA
GO:0018916	nitrobenzene metabolic process	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030805	regulation of cyclic nucleotide catabolic process	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030820	regulation of cAMP catabolic process	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044531	modulation of programmed cell death in other organism	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044532	modulation of apoptotic process in other organism	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052040	modulation by symbiont of host programmed cell death	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052150	modulation by symbiont of host apoptotic process	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052248	modulation of programmed cell death in other organism involved in symbiotic interaction	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052433	modulation by organism of apoptotic process in other organism involved in symbiotic interaction	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033045	regulation of sister chromatid segregation	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033047	regulation of mitotic sister chromatid segregation	0.0008782776085198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051304	chromosome separation	0.000929106806048233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032465	regulation of cytokinesis	0.000929106806048233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	0.000929106806048233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019693	ribose phosphate metabolic process	0.000929106806048233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009123	nucleoside monophosphate metabolic process	0.000939156958621916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009116	nucleoside metabolic process	0.000939156958621916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000920	cell separation after cytokinesis	0.000939156958621916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031442	positive regulation of mRNA 3'-end processing	0.000939156958621916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051128	regulation of cellular component organization	0.000954639729847506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044724	single-organism carbohydrate catabolic process	0.000985622545534792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.000985622545534792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006749	glutathione metabolic process	NA	0.000159144951764621	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071103	DNA conformation change	NA	0.00048770453206649	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006334	nucleosome assembly	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031497	chromatin assembly	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006336	DNA replication-independent nucleosome assembly	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034724	DNA replication-independent nucleosome organization	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000727	double-strand break repair via break-induced replication	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006021	inositol biosynthetic process	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016557	peroxisome membrane biogenesis	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042520	positive regulation of tyrosine phosphorylation of Stat4 protein	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000321	positive regulation of T-helper 17 cell differentiation	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000330	positive regulation of T-helper 17 cell lineage commitment	NA	0.000521088045718108	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034728	nucleosome organization	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045672	positive regulation of osteoclast differentiation	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006572	tyrosine catabolic process	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010756	positive regulation of plasminogen activation	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042504	tyrosine phosphorylation of Stat4 protein	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042519	regulation of tyrosine phosphorylation of Stat4 protein	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051135	positive regulation of NK T cell activation	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000328	regulation of T-helper 17 cell lineage commitment	NA	0.000550843189877645	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006333	chromatin assembly or disassembly	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044282	small molecule catabolic process	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010535	positive regulation of activation of JAK2 kinase activity	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032819	positive regulation of natural killer cell proliferation	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045046	protein import into peroxisome membrane	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051132	NK T cell activation	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051133	regulation of NK T cell activation	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000318	positive regulation of T-helper 17 type immune response	NA	0.000603926341810253	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006323	DNA packaging	NA	0.000616707167819928	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0065004	protein-DNA complex assembly	NA	0.000616707167819928	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010536	positive regulation of activation of Janus kinase activity	NA	0.000683274756540097	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0015919	peroxisomal membrane transport	NA	0.000683274756540097	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032817	regulation of natural killer cell proliferation	NA	0.000683274756540097	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043382	positive regulation of memory T cell differentiation	NA	0.000683274756540097	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000319	regulation of T-helper 17 cell differentiation	NA	0.000683274756540097	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0007264	small GTPase mediated signal transduction	NA	0.000819438474332591	NA	NA	NA	NA	0.000109809703891663	NA	NA	NA	NA
GO:0001787	natural killer cell proliferation	NA	0.000819438474332591	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010534	regulation of activation of JAK2 kinase activity	NA	0.000819438474332591	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072540	T-helper 17 cell lineage commitment	NA	0.000819438474332591	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045639	positive regulation of myeloid cell differentiation	NA	0.00087504907871393	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071824	protein-DNA complex subunit organization	NA	0.000896950230269238	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006040	amino sugar metabolic process	NA	0.000896950230269238	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010533	regulation of activation of Janus kinase activity	NA	0.000896950230269238	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043379	memory T cell differentiation	NA	0.000896950230269238	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043380	regulation of memory T cell differentiation	NA	0.000896950230269238	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000316	regulation of T-helper 17 type immune response	NA	0.000896950230269238	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051282	regulation of sequestering of calcium ion	NA	NA	0.000902486696592738	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051592	response to calcium ion	NA	NA	0.000902486696592738	NA	NA	NA	NA	NA	NA	NA	NA
GO:0071277	cellular response to calcium ion	NA	NA	0.000902486696592738	NA	NA	NA	NA	NA	NA	NA	NA
GO:0018279	protein N-linked glycosylation via asparagine	NA	NA	0.000929143464025673	NA	NA	NA	NA	NA	NA	NA	NA
GO:0018196	peptidyl-asparagine modification	NA	NA	0.000929143464025673	NA	NA	NA	NA	NA	NA	NA	NA
GO:0021563	glossopharyngeal nerve development	NA	NA	NA	0.000556155236047476	NA	NA	NA	NA	NA	NA	NA
GO:0043266	regulation of potassium ion transport	NA	NA	NA	0.000610570735948481	NA	NA	NA	NA	NA	NA	NA
GO:0070208	protein heterotrimerization	NA	NA	NA	0.000822544142674421	NA	NA	NA	NA	NA	NA	NA
GO:0008637	apoptotic mitochondrial changes	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0046902	regulation of mitochondrial membrane permeability	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0035794	positive regulation of mitochondrial membrane permeability	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0065009	regulation of molecular function	NA	NA	NA	NA	0.000925674997387279	0.000429938928434191	NA	NA	NA	NA	NA
GO:0090559	regulation of membrane permeability	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0090199	regulation of release of cytochrome c from mitochondria	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0090141	positive regulation of mitochondrial fission	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0097202	activation of cysteine-type endopeptidase activity	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0035556	intracellular signal transduction	NA	NA	NA	NA	0.000925674997387279	0.000172421662091185	0.000103733131192636	NA	NA	NA	NA
GO:0044093	positive regulation of molecular function	NA	NA	NA	NA	0.000925674997387279	0.000794031609776722	NA	NA	NA	NA	NA
GO:0033137	negative regulation of peptidyl-serine phosphorylation	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0090315	negative regulation of protein targeting to membrane	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:1902531	regulation of intracellular signal transduction	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:2000116	regulation of cysteine-type endopeptidase activity	NA	NA	NA	NA	0.000925674997387279	NA	NA	NA	NA	NA	NA
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	0.000942418971474003	0.000288917352728686	NA	NA	NA	NA	NA
GO:0001510	RNA methylation	NA	NA	NA	NA	0.000996515733501564	NA	NA	NA	NA	NA	NA
GO:0097345	mitochondrial outer membrane permeabilization	NA	NA	NA	NA	0.000996515733501564	NA	NA	NA	NA	NA	NA
GO:0031638	zymogen activation	NA	NA	NA	NA	0.000996515733501564	NA	NA	NA	NA	NA	NA
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	NA	NA	NA	NA	NA	2.92050325233059e-05	NA	NA	NA	0.000732206414572779	NA
GO:0044260	cellular macromolecule metabolic process	NA	NA	NA	NA	NA	6.71023149199433e-05	1.53616095718847e-08	5.16141137307651e-06	4.92386951871342e-13	6.52173594079576e-06	1.54431116077469e-07
GO:0008152	metabolic process	NA	NA	NA	NA	NA	6.71023149199433e-05	NA	NA	1.39248708854108e-06	NA	NA
GO:0044237	cellular metabolic process	NA	NA	NA	NA	NA	6.71023149199433e-05	NA	NA	1.68126507333479e-09	9.47177787626295e-05	0.000221246204575886
GO:0010467	gene expression	NA	NA	NA	NA	NA	6.71023149199433e-05	4.12570722850326e-11	1.1161658338372e-05	9.61229314605072e-13	0.000177708243462729	8.35265238832536e-07
GO:0090304	nucleic acid metabolic process	NA	NA	NA	NA	NA	6.71023149199433e-05	1.53555055732094e-12	1.48706354455389e-05	4.23049796124601e-13	8.84960276943099e-05	5.41168034484218e-08
GO:1902589	single-organism organelle organization	NA	NA	NA	NA	NA	6.71023149199433e-05	3.15568771494128e-12	NA	NA	NA	NA
GO:0006725	cellular aromatic compound metabolic process	NA	NA	NA	NA	NA	7.46727384980542e-05	1.64608289501041e-09	9.4680555455276e-05	5.7119026050158e-11	6.05727597764611e-05	9.42440538078453e-07
GO:0051171	regulation of nitrogen compound metabolic process	NA	NA	NA	NA	NA	7.46727384980542e-05	1.1724998833941e-06	7.61889605882709e-07	2.86986468969784e-13	0.000867277978807721	0.000631456601519636
GO:0006139	nucleobase-containing compound metabolic process	NA	NA	NA	NA	NA	7.46727384980542e-05	9.02417011540476e-11	2.06183762005128e-05	1.46850212816858e-11	4.34530283192985e-05	4.06527710994942e-07
GO:0044271	cellular nitrogen compound biosynthetic process	NA	NA	NA	NA	NA	8.71085721656783e-05	1.03409835140163e-06	2.18347836393365e-06	3.88792132387271e-08	0.000904977811186855	1.08183277159361e-05
GO:0043297	apical junction assembly	NA	NA	NA	NA	NA	8.71085721656783e-05	NA	NA	NA	NA	NA
GO:0043170	macromolecule metabolic process	NA	NA	NA	NA	NA	9.20400321443756e-05	2.20375678453878e-06	5.2137029027623e-06	2.68076260014357e-11	0.000131295695317219	5.18105873217872e-06
GO:0006807	nitrogen compound metabolic process	NA	NA	NA	NA	NA	0.000102983962388938	9.84055767520442e-07	0.000696602250973051	2.33184735838673e-10	0.000317791647832872	5.20823727342408e-06
GO:0030163	protein catabolic process	NA	NA	NA	NA	NA	0.000102983962388938	NA	NA	1.0763406969912e-05	0.000177708243462729	NA
GO:0006366	transcription from RNA polymerase II promoter	NA	NA	NA	NA	NA	0.000102983962388938	1.1724998833941e-06	NA	0.000145172331317518	NA	NA
GO:0010556	regulation of macromolecule biosynthetic process	NA	NA	NA	NA	NA	0.000102983962388938	9.63493238474191e-07	5.06984594719492e-07	7.07976410919929e-10	NA	NA
GO:0080090	regulation of primary metabolic process	NA	NA	NA	NA	NA	0.000102983962388938	3.87491973507693e-06	2.11603509731775e-06	1.03431023426926e-11	NA	NA
GO:0046483	heterocycle metabolic process	NA	NA	NA	NA	NA	0.000119955440304825	1.3014256219049e-09	8.9301833732889e-05	1.42013836749461e-11	4.1205663457315e-05	4.46481430205443e-07
GO:1901575	organic substance catabolic process	NA	NA	NA	NA	NA	0.000122243000387965	NA	NA	NA	NA	0.000742078726988154
GO:0070830	bicellular tight junction assembly	NA	NA	NA	NA	NA	0.000132597795890285	NA	NA	NA	NA	NA
GO:0031325	positive regulation of cellular metabolic process	NA	NA	NA	NA	NA	0.000132597795890285	NA	NA	NA	NA	NA
GO:0031323	regulation of cellular metabolic process	NA	NA	NA	NA	NA	0.000132597795890285	1.77792855370041e-06	1.1161658338372e-05	2.2042704197384e-12	0.000866463220362985	0.000912127890110332
